Accession	Virus Name	Submitter Affiliation	Submitter Names	dataset
CY254897.1	Influenza A virus (A/Victoria/582/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254889.1	Influenza A virus (A/Brisbane/1014/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254881.1	Influenza A virus (A/Perth/78/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254865.1	Influenza A virus (A/Victoria/2097/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254849.1	Influenza A virus (A/Victoria/63/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254825.1	Influenza A virus (A/Victoria/576/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254817.1	Influenza A virus (A/Victoria/566/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254809.1	Influenza A virus (A/Victoria/561/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254801.1	Influenza A virus (A/Victoria/554/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254793.1	Influenza A virus (A/Victoria/2074/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254777.1	Influenza A virus (A/Newcastle/102/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254761.1	Influenza A virus (A/Victoria/52/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254729.1	Influenza A virus (A/Brisbane/158/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254721.1	Influenza A virus (A/Tasmania/21/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254713.1	Influenza A virus (A/Canberra/1001/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254689.1	Influenza A virus (A/Victoria/546/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254681.1	Influenza A virus (A/Victoria/2049/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254673.1	Influenza A virus (A/Newcastle/68/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254665.1	Influenza A virus (A/Victoria/42/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254657.1	Influenza A virus (A/Newcastle/78/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254649.1	Influenza A virus (A/Perth/22/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254633.1	Influenza A virus (A/Sydney/143/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254625.1	Influenza A virus (A/Sydney/140/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254617.1	Influenza A virus (A/Sydney/115/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254609.1	Influenza A virus (A/Sydney/1013/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254601.1	Influenza A virus (A/Victoria/513/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254585.1	Influenza A virus (A/Victoria/539/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254577.1	Influenza A virus (A/Sydney/171/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254553.1	Influenza A virus (A/South Australia/62/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254545.1	Influenza A virus (A/Sydney/142/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254537.1	Influenza A virus (A/Brisbane/122/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254529.1	Influenza A virus (A/Brisbane/1001/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254521.1	Influenza A virus (A/South Australia/60/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254505.1	Influenza A virus (A/Newcastle/64/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254497.1	Influenza A virus (A/Newcastle/58/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254489.1	Influenza A virus (A/Sydney/129/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254481.1	Influenza A virus (A/Sydney/1018/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254473.1	Influenza A virus (A/Tasmania/1001/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254441.1	Influenza A virus (A/Victoria/2045/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254425.1	Influenza A virus (A/South Australia/35/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254417.1	Influenza A virus (A/South Australia/34/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254401.1	Influenza A virus (A/South Australia/39/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254385.1	Influenza A virus (A/Victoria/12/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254377.1	Influenza A virus (A/Sydney/101/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254369.1	Influenza A virus (A/South Australia/27/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254361.1	Influenza A virus (A/Newcastle/1000/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254353.1	Influenza A virus (A/South Australia/29/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254345.1	Influenza A virus (A/South Australia/31/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
CY254329.1	Influenza A virus (A/Canberra/7/2016(H3N2))	on behalf of JCVI/The Peter Doherty Institute for Infection and Immunity/NCBI, National Center for Biotechnology Information, NIH	Tan,G.,Pickett,B.,Fedorova,N.,Puri,V.,Shrivastava,S.,Amedeo,P.,Isom,R.,Hu,L.,Christensen,J.,Novotny,M.,Durbin,A.,Rocchi,I.,Williams,T.,Bao,Y.,Sanders,R.,Zhdanov,S.,Kiryutin,B.,Lipman,D.J.,Tatusova,T.,Hatcher,E.,Barr,I.	seasonal-flu-h3n2-ha-2016-2018
